sound,label
[  4   5   6 ...  -1   0 -10],9
[ 130  202 -229 ...  -37   22   96],4
[114 -62 -21 ...  62  78  43],7
[-512    0 -256 ...    0 -256    0],3
[ 4  8 -2 ...  9 12 11],7
[101 136 145 ... 173 120  53],0
[-15  15  11 ...   0  13   1],4
[-14 -28 -40 ...  96  51  66],2
[ 6  3  5 ... 11 11 14],5
[ -3  -2  -2 ... -62 -52 -45],7
[ -3  -6  -4 ...  -7  -8 -15],1
[   0 -256 -256 ... -256 -256 -256],8
[-14 -16 -37 ... -32  19  36],4
[ 1 -1  1 ...  7  2  6],8
[  3  13 -30 ...  30  -9 -37],6
[ 4 -5 -7 ... -3  0  0],4
[-12  -4   1 ... -21 -20 -10],3
[ -9 -16 -15 ...  -8 -19 -12],9
[   0    0 -256 ...    0 -256    0],3
[-256    0 -512 ...    0 -256    0],2
[-26 -14 -12 ...   4   5   5],1
[ 256 -256    0 ... -256 -256    0],6
[ -5 -12 -12 ...  -9   6   8],1
[ 1  2  6 ... -5 -6 -1],7
[   0 -256    0 ...    0 -256    0],5
[  1   1   1 ...  -4  -1 -10],7
[ 374  343  331 ...   -4 -103 -345],5
[-1448   602  -708 ...   287   318   320],2
[   0    0 -512 ...    0 -256    0],6
[ -85  102 -190 ...  106   18   50],7
[-256    0    0 ... -256    0 -256],7
[-256    0 -256 ... -512    0    0],7
[ 33 -33  20 ...  -2  -4  -9],7
[-47 -64  62 ...  92 215  13],8
[-875 4983 9173 ...   47  143  232],1
[-749  345  143 ... -188 -260 -309],3
[  9   3   5 ...  -5 -12 -10],1
[ 14  26  18 ...  -7   3 -10],9
[-325 -367 -389 ...  347  384  354],1
[-9  2  8 ... -4 -7 -3],7
[-82 -56  -8 ... 185 142  90],1
[  2  -5  -5 ...  -7 -14 -13],9
[ -9  40 -13 ... -28 -46 -38],4
[  3  -3   7 ...  -2 -13  -1],2
[-22  11  25 ...   5 -23  42],6
[-303 -357 -483 ... -216 -286 -344],1
[ 9 18  9 ... 10 12 18],1
[   0    0    0 ...    0 -256    0],4
[ -2  -3 -12 ...  -5  -9 -11],1
[ 2  9  7 ... -2  3 53],3
[-512 -512 -512 ... -256    0    0],4
[ 346  419  428 ... -304 -314 -324],1
[  7   7   9 ... -14   2 -13],1
[ 19   7  10 ... -18 -10 -12],7
[ -6  -2  -5 ... -23 -12 -11],9
[-309   20  211 ... -215  -69 -135],6
[ 3 -6  1 ... 19 11 20],8
[ 10  11 -16 ...  -6  -8  20],3
[-14 -11  -3 ... -36  -7  -6],8
[-310  247    5 ...  346  386  351],7
[ -352 -1422   900 ...  -280  -313  -301],2
[ 323  338  357 ... -246 -280 -301],0
[-304   51  215 ... -167 -227 -326],7
[-318 -375 -426 ...  -80 -238 -472],9
[ 768  768  256 ... -256 -512 -256],4
[-333 -361 -385 ... -296 -295 -305],1
[-16   1  -2 ... -22 -30  -3],9
[335 373 404 ... 310 317 306],1
[  5 -21  -1 ...   0   3   4],5
[-2  6 -6 ... -3 11 15],8
[-439 -572 -656 ...  425  343  310],0
[-20  -6  -1 ...  -5  -7   5],1
[  4   8   4 ...  -9 -11 -22],9
[   6   68   96 ... -134 -164 -129],2
[ 10  12   0 ... -14 -12 -11],3
[-125 -127 -122 ... -136 -121 -119],9
[ 64  28 -55 ...  88 118  98],5
[ 18   6  11 ... -18  -5   4],0
[150 303 254 ... 108 109 101],7
[  56  107 -309 ...  -86  -37  -43],3
[ -4  -9 -10 ... -12 -35  41],6
[-86  14 -26 ... -31  -7  63],5
[-256 -256 -256 ... -512 -256 -512],7
[-165 -209 -249 ...  161  178  155],9
[-26   4 -32 ... -19  -4  75],7
[ -2   2  -2 ... -13 -20  -6],2
[  6 -34 -34 ... -26 -23   9],5
[-10  14 -13 ...  25  11   1],6
[ 16   8  -5 ... -13  -7 -16],5
[-316  250   14 ... -362 -361 -313],7
[-256 -512 -256 ... -256    0 -256],9
[ 0  9  2 ...  2 -2 -6],9
[-186   93  -38 ...   20  -40  168],6
[  6   1  10 ...  -3  -7 -12],7
[-8  7 -4 ... -8 -1 15],2
[-41  -1 -51 ...  70  89  67],1
[-22 -10  19 ... 111 143 136],2
[ 303  309  278 ... -213  -39  413],8
[  0  -5  12 ...  12   5 -10],7
[0 0 2 ... 6 4 8],2
[ 13  -9   1 ... -13  -3   1],3
[ -1   0  -2 ... -47 -37 -40],2
[ 14   7   4 ... -14 -13  -7],8
[  0   0  -2 ... -12  -5  -5],3
[-10 -43 -57 ... -39  -8  22],5
[  9   6   6 ... -38 -18  -7],2
[ 103 -223  113 ...   34   24   61],0
[  1 -11  -6 ...  -9   5  -4],3
[ 446  126  -31 ... -337 -359 -321],5
[  308 -1087  -417 ...  -308  -327  -310],3
[-21   5  -7 ...   2   0   8],6
[  8  10   8 ... -12  -8  -8],9
[28 25 16 ... 24 20 35],0
[ -7  -4 -10 ...  19   8   2],1
[   0    0    0 ... -256 -512 -256],0
[ 353 -570 -524 ... -326 -314 -302],2
[357 435 495 ... 253 301 319],1
[-21 -25 -16 ...  -8  -5 -15],9
[  3   6   5 ... -11  -8 -12],3
[169 108  85 ... 107 149 151],6
[ 377  457  549 ... -282 -258 -305],1
[ 14 -20  11 ... -32 -36 -37],7
[-256 -256 -256 ... -256 -256 -256],8
[13  0  4 ... 19  1 -7],8
[-256  512 1280 ... -256 -256 -256],8
[ -7   5 -31 ...  -1  -5 -13],2
[-1024     0     0 ...  -256  -512  -256],2
[   0    0    0 ...    0    0 -256],9
[ 130  -95 -120 ...  133   -6   47],6
[-340  316 -271 ... -288 -239 -305],8
[ -2   9   3 ... -13 -40 -60],2
[ 301  394  507 ... -423 -401 -329],0
[ 50 139 152 ...  32  17  62],1
[ 389 -719   47 ... -205 -268 -327],3
[-740  182  209 ...  314  323  308],3
[ -43  205 -130 ...   98  118   99],7
[-2  0 -2 ... -1  3 18],2
[  42 -135  -17 ...  -63  -49 -106],3
[-42 -33 -13 ...  62  53  49],0
[  2 298 -61 ... -52 -28  46],4
[1792 2304 2560 ... -256 -512 -256],4
[ 6  0  4 ...  1 -5 11],0
[ 21 -22  -9 ...  -9   2  14],0
[   0 -256    0 ...    0 -256    0],2
[  14  102  319 ...  -40 -130  -75],7
[-2 -2  6 ... 16 12  8],3
[ 13  29  14 ...  -2 -11   3],6
[  5  -6   3 ... -27 -22  -7],0
[   0    3    4 ... -129 -126 -102],7
[ 305  305  294 ... -379 -342 -300],0
[ 8 10 14 ...  6 17 16],9
[-256  512 -512 ... -256    0 -256],2
[ 42 -23   9 ...   1  -3 -38],6
[ -52   62  272 ...   56 -135  129],6
[ 4 10  4 ... 18  6 11],2
[  4   3   2 ... -11 -11 -19],9
[183 248  -3 ... -54  87 -40],6
[-10   8  11 ... -12  -2  -7],3
[-2 -3  4 ... -5  0 16],1
[ 14   4 -47 ... -64 -56   5],8
[-340 -402 -449 ... -351 -324 -310],1
[21  3 28 ... 10 14  2],9
[ 4 -2  3 ... 15 56 -5],8
[   0    0 -256 ... -256    0    0],3
[-51  34   0 ...  36 -22  -6],3
[-256 -512 -256 ...    0 -256 -256],1
[ -3   1  -2 ... -12 -15  -9],2
[ 52 -74 -34 ... 104 186 173],7
[29 32 13 ... 13 35 24],8
[-330 -521 -520 ... -446 -410 -375],7
[-256 -256 -512 ... -256 -512 -256],4
[-19 -19 -21 ...   9   8  10],0
[-138 -124 -106 ...  -99  -78  -69],0
[   0 -256    0 ...    0 -256 -256],6
[-256    0 -256 ... -256 -512 -256],5
[  5   3   7 ... -20 -14 -17],4
[ 332    0  -58 ... -473 -511 -418],0
[  5 -14  -1 ...   5  11  25],5
[-3  7 -6 ... -7  2  3],1
[  13    1   33 ... -284 -199    2],8
[-10  -5  16 ...  14   8   4],7
[  4  -2 -10 ...   9   2 -14],5
[ -7 -12 -12 ... -59 -68 -58],2
[   0 -256    0 ... -256    0 -256],0
[-134 -169 -181 ...   12  100  107],8
[-4  1 -3 ... 20  4  3],9
[ 9  4  6 ...  0  8 -2],6
[-410 -363   -3 ... -244 -284 -317],3
[ -6   2 -10 ...   6  -3  -4],3
[   0 -256 -256 ...    0 -256 -256],5
[ 3  8  6 ... 12 12 -9],6
[304 219 233 ... 323 344 419],5
[ 2 10  0 ... 53 58 37],2
[-1 -7 -2 ...  2 -4  1],4
[-435 -331 -223 ... -232 -310 -310],7
[-512 -256 -512 ...    0 -256    0],8
[   0 -256    0 ...  256    0  256],3
[-6 -3 -7 ... -5  4 -6],4
[  2   2  -7 ... -19 -11  10],9
[ 378 -176   -7 ... -391 -375 -362],7
[-256    0 -256 ... -256 -512 -256],6
[ -2  -7  11 ...  -9 -18 -10],7
[ -7   2  -5 ... -19 -17 -18],3
[-136 -148 -190 ...  -29   -9  -77],1
[   0 -256 -256 ...    0 -256 -512],6
[ -1  13 -71 ...  47 -20 -28],5
[  3  13  17 ... -28 -28 -24],0
[  2   8   3 ... -13  12   6],6
[ 118 -177  108 ...   89   80   74],7
[  4   5  -1 ...  -9  -3 -13],6
[-301 -352 -385 ... -427 -387 -353],9
[ 20   5  26 ...  91  47 -72],8
[ 3  3  6 ... -5  3  0],9
[-256 -256 -512 ... -256 -512 -256],6
[12 13  8 ...  6  8 25],8
[ 92  82 103 ... 197  29 -56],9
[   0    0 -256 ... -256 -256    0],3
[ 5  5  3 ...  8 15 18],5
[ -2  -4   7 ...   7 -11 -14],5
[ 44 -35 -66 ... 118  29  40],1
[ 26  -4 -63 ...  11  -4  -7],9
[ 12  17  16 ... -16  -8  -6],1
[235   3 102 ... 139 134 143],4
[-256 -256 -512 ... -256    0    0],1
[   0  256    0 ... -256 -256 -256],7
[-19  -9   9 ...   9  16   5],1
[ -4 -14  -3 ...   3   4   0],4
[-157 -283  -92 ...   49  -20  157],8
[-163 -170 -194 ...  102  142  189],9
[-328 -247  288 ...  -74 -283 -307],3
[ 1  1  5 ... 18  6 14],8
[ -7 -10   1 ... -16 -14 -11],4
[  8  -9  10 ...  -4 -10 -18],7
[-12   5  -8 ...   0  -6   0],6
[-298   17  -36 ... -263 -293 -307],4
[-54   1 -18 ...  69  45 -36],6
[-256 -256 -256 ...    0  256    0],1
[  18    2  -22 ... -119  -48 -198],5
[ 4  2  8 ...  4  9 14],6
[ -6  -6  -3 ...  -7  -7 -17],0
[  5  -6  -2 ...  -7 -20 -50],2
[ 5  2  1 ...  7 -5  3],6
[ 320  147  -21 ... -304 -241 -330],3
[-15  -5  -1 ...  -3  13   1],5
[-256 -256 -256 ... -256 -256    0],8
[-632 -275 -148 ... -337 -327 -308],3
[ -9 -14 -10 ...  -2  -8  -3],1
[ 24  20  25 ... -13  16  50],0
[ -26   17   23 ...  -96 -107  -86],4
[ -6  -9  -8 ...   2 -10   3],3
[-256 -512 -256 ... -256 -256 -256],4
[ 11  -6 -12 ... -16   8  25],4
[ 4 -3  6 ... 16  6 10],2
[ -3   4  -4 ... -30  -2   4],2
[ 16 -57   8 ...  11  10   3],5
[ -2  -2  -2 ...  -7 -13  10],8
[-2  2  6 ... 18  2 -2],2
[ 4 14  9 ...  0  8 -5],1
[   0 -256    0 ... -256 -512 -256],7
[  5 -17   7 ...  -8   5  -3],4
[-35 -44 -54 ...  -6  -3   6],9
[212 -75  89 ...  68  46   5],4
[ -5  -3 -11 ...  11  19 -33],1
[  76  123  141 ... -156 -131 -110],0
[ 256  256    0 ...    0 -256    0],0
[-13  -9  -6 ...   4  -2   2],0
[  2  10   4 ...  -7 -34   3],3
[-121  -65  180 ...   -1   35  -54],3
[ -6  -9   8 ...  -9 -13 -13],9
[ 8  9  7 ... -4 -2 -3],9
[ -2  -4  10 ...  -4 -12  -8],7
[ -1  -4   5 ...  -9 -17 -24],3
[ 5 -7  9 ... -2  0 11],4
[ 256  512  256 ... -256 -512 -256],9
[12 20 32 ... 29 25 32],7
[ 19 -19 -11 ... -24 -24 -17],3
[10 -4  4 ...  2  8 -4],6
[ 67  91 104 ... 161  99 164],0
[-170 -283 -215 ...  -49  -40 -157],6
[-238  325  397 ...  198  297  194],3
[-305 -358 -395 ... -359 -336 -332],9
[-256 -256 -512 ... -256    0 -256],0
[112 100 102 ...  80  73  76],5
[ 323  -93 -122 ...  268  261  338],7
[-11   6   6 ...  45  40 -13],9
[  3  -2  19 ...  10   4 -14],5
[-31 -16  -1 ... 105  83  60],1
[-12 -12  -5 ...   0   4   3],4
[ 8 -4  9 ...  8  5  8],6
[ 21  19  21 ... -30 -45 -47],0
[ 18  11   5 ...   6 -22   0],9
[20 29 36 ... -8 -9 -4],3
[ 10   6  -9 ...  -6 -13 -11],4
[-4  2 -5 ...  7 17  2],6
[   0 -768  768 ... -256  256    0],2
[-8  6 -1 ...  2 25 16],8
[-374 -278 -621 ...  -24   59 -151],8
[ 11  11  12 ... -10  -6 -15],3
[  13    8    5 ... -150 -112 -113],2
[ 39  26 -30 ...  11   4  -7],2
[-29  47 -40 ...  14  21 -20],6
[ 7 -8 -1 ... 25 14 15],4
[ 19  16  35 ... -14  -1 -12],2
[ 40  22   4 ... -25   6  12],1
[ 3 -1  4 ...  7 -1 -2],9
[-48 -72 -53 ...  50  60  79],3
[-5  3 -6 ... -2  1  5],1
[ 318  357  373 ... -360 -324 -305],9
[-256    0 -256 ... -512 -256 -512],2
[  8  -1   4 ... -15 -18 -17],9
[ 49 -31  35 ...  24 -24  27],6
[ -1  11   1 ...   1 -35  45],5
[-27  14 -30 ...  -5 -20  13],6
[  3  11   3 ...  -9 -13 -14],9
[-367 -766  250 ... -284 -320 -315],2
[ 0  4 -2 ... 10  5 -2],2
[  1  -2   2 ...  -3  -8 -18],8
[-8 12 13 ... 20 14  3],0
[ 386 -980  -78 ...  162  153  127],3
[100  37 -49 ...  10  76  46],5
[-255  -29   93 ...   -3  -69   47],5
[ 331  333  324 ... -152   70  357],4
[-256    0 -256 ... -256 -256 -256],8
[-8 -6 -8 ...  8  4 -6],6
[-512 -256 -512 ... -512 -256 -512],1
[ 1 11 10 ... 16 -5  5],9
[-71  86 -82 ...  18 -13  18],3
[ -5  20  32 ...  -8 -33  -9],4
[10 26 14 ... 23 18  7],2
[21  3 11 ... -5 -5 -2],7
[ 213   39 -144 ...    5   -1   -3],7
[ -4  38 -48 ... -22 -14   8],6
[ -3  16   6 ...  -9 -21 -14],5
[ 3  1  5 ... 12  9 14],7
[-175 -509  293 ...  -93 -137  -89],0
[-160   44  -97 ...   99  130  151],6
[-378  -80  102 ...  327  346  328],4
[-20   7 -24 ...  12   1  -5],7
[-256 -256    0 ... -256    0 -256],6
[   0 -256  256 ...    0    0 -256],3
[ 151  -52 -145 ... -161   49   96],6
[-256    0 -256 ... -256    0 -256],2
[ 86  91  71 ... -55  -7  29],1
[ 369 -333  187 ...  -76 -213 -332],5
[   0 -512 -256 ... -768 -256 -512],5
[356 476 481 ... 104 224 314],4
[-12  -4  -3 ...   2   9   8],3
[ 6 11  8 ... 13 26 21],1
[-21  -1   8 ... -35  -7  18],0
[  8   8   4 ... -35 -40 -52],8
[-10 101  39 ... -31  78 111],4
[-315 -236  -82 ...  123  -30  333],8
[-256    0    0 ...    0 -256    0],0
[-303 -317 -341 ... -336 -358 -343],1
[ 20 -49  38 ...  13  38  31],7
[-301 -203   24 ...  396  376  316],3
[ -2  -9  -5 ... -10   2  -4],9
[-22 -13  -8 ... -27  15   9],9
[ -466   388 -1339 ...   193   -33   171],8
[  4   7  -5 ...  12  -7 -19],1
[ 3  3 -7 ... 11  9  4],7
[ 21  -2  -6 ... -16  18  24],4
[-256 -512 -256 ... -768 -512 -768],1
[155 188 229 ... 174 173 159],9
[ 2 -4 -1 ... -2 14 20],2
[ 27   9  -4 ...  29 -31 -21],3
[ 40 -53  24 ...  24  56 -12],5
[ 365 -257 -490 ... -376 -350 -307],4
[-256  256 -768 ...    0 -256 -256],2
[-1024 -1280 -1536 ...  -512  -256  -256],3
[  42  -81   31 ...  -20 -128  193],6
[-302 -332 -366 ... -234 -269 -302],9
[-256 -256  256 ... -256 -256 -256],3
[ 26  11   5 ... -70 -55  -5],9
[-4 -8  3 ... -3 14 -7],4
[ -6 -16  -6 ...  -8  -8  -5],2
[-5148 -5008 -1196 ...    96   108    81],9
[-256    0 -256 ... -256    0 -256],9
[ 1  9  1 ... 21 21 36],2
[-305 -435  118 ... -291 -377 -322],4
[-344   88  -90 ... -334 -369 -346],4
[ -7   6   4 ... -30  -9  13],7
[  3   3  -2 ... -13  -6   5],0
[100 -72 210 ... 120 177 150],5
[   0    0 -256 ...    0 -256    0],9
[  9  -4 -10 ... -33 -14  14],8
[   0    0    0 ... -256 -256 -256],8
[417 578 542 ... 333 329 325],4
[-164  -46  -30 ...  164  -95  157],6
[   0 -256    0 ... -256 -256 -256],8
[ 10  -3   6 ...   1  10 -14],6
[-37   0  94 ...   3   1  -1],5
[-245  428 -325 ... -156 -125  -95],7
[ 38  32  23 ... -53 -11  34],9
[ -6  -6 -13 ...  11   0 -16],4
[-695  422 -207 ... -367 -293 -301],2
[-2 -6  0 ... 23  9 22],9
[21 25 25 ... 27 47 30],0
[ 0  0  0 ... 16 11  6],8
[-625 -455 -242 ...   64   18  -16],3
[-356  225 -131 ...  253  274  306],7
[ 319 -559 -744 ... -243 -276 -301],2
[-333 -272  -81 ... -388 -370 -321],4
[1 3 2 ... 4 0 0],1
[ -49  -27   38 ...  -82  -93 -112],2
[ 5  3 16 ...  0  2 20],1
[14 13  5 ... -4 13 22],6
[  1  -6   7 ...  16 -25  -7],5
[167 153 146 ... -46 -72 -50],1
[  9  38 -29 ...  -1 -14  -7],4
[-12 -16 -11 ... -11  -1   4],6
[ 319  352  354 ... -347 -313 -311],5
[17 22 24 ...  1 13 11],5
[-9  5  5 ... 14 12 15],2
[ 2 -1  0 ...  2  7  7],8
[-2  1 -1 ...  4  1  1],2
[ 41 -56  42 ... -36  21  -1],3
[-176 -201 -217 ... -134 -161 -163],9
[-113 -132 -171 ...  258  188  165],1
[  1   1  -1 ... -31  35   5],8
[  77   85 -120 ...  -39   40  -27],6
[  35   42   43 ...   50 -152 -258],9
[   0    0    0 ...    0 -256    0],1
[-319  218 -111 ... -333 -320 -323],7
[   0 -256    0 ... -256    0 -256],6
[   0    0 -256 ... -512 -256 -512],6
[  1   9   1 ... -21 -12 -12],3
[  4   5  10 ...  -6 -13 -10],7
[343 404 454 ... 420 377 345],0
[-580  153 -668 ... -360 -339 -343],2
[ 61  84 -34 ... 120  90 103],3
[-315 -789 -280 ...  265  296  335],3
[ -4 -18 -14 ...   3  -2   7],0
[ -7 -15 -13 ...  12  11  75],9
[19 -5 -7 ... 13  5 17],7
[-42 -36 -30 ... -42  -8   3],0
[-314  191  284 ... -352 -409 -354],4
[11 21 15 ...  9 -4  4],9
[   0 -512    0 ... -256 -512 -512],3
[-372 -467 -563 ...  180  198  304],5
[-332 -396 -502 ... -267 -274 -322],0
[   0 -256 -256 ...    0    0 -256],6
[-4 -6 -8 ... 24 21 12],0
[  7  -7   0 ... -17  -8 -19],1
[-256 -256 -256 ...    0  256 -256],2
[ 5  7  6 ...  7 -5  8],5
[-256 -512 -256 ... -256    0    0],1
[ 5  2  2 ... 45 44 42],0
[   0 -256    0 ...    0 -256    0],2
[ -2  -5  10 ... -11  11 -11],6
[  77   18 -185 ...   79  112  126],4
[-393 -671  304 ...  300  309  364],8
[ 2  3  4 ... -6 -6 -9],5
[-20 -19 -21 ...  11 -14  -3],0
[-1536 -1536 -1792 ...  -256  -256  -512],4
[  2 -12  15 ...  -6 -14  -4],7
[ 7 -3 -8 ... 10  1  3],5
[ 60 -59  24 ... -47 106 -48],5
[ 76 116 134 ... -44  32 120],1
[ 306  279  133 ... -163 -290 -339],4
[   0  256    0 ... -256 -256 -512],2
[   0 -256    0 ...    0 -256    0],9
[   0 -512 -256 ... -256 -512 -256],7
[ 9 24 12 ... 15 -4 -7],1
[ -67   76 -201 ...  -28   81   94],6
[-256 -256 -256 ... -256 -512 -256],9
[-312 -335 -338 ...  384  371  345],0
[ -768 -1280 -1024 ...  -512  -256  -256],4
[ 7  2  3 ...  2 -2 -5],0
[-157  129 -102 ... -127 -111 -176],6
[ 4  8  0 ... 11  8  9],9
[ 426 -130 -194 ... -205 -115  -96],7
[-486  262   90 ... -282 -261 -306],3
[ 2  0 -1 ...  6 -3 -7],2
[ -4  -7 -21 ...  -7  -7 -12],1
[-22  -5  42 ...  38 205  54],8
[-198   35  175 ...  -99  -22   31],4
[  21   53 -164 ...    7   14   17],6
[-256 -256 -256 ... -512 -256 -512],9
[-38  86 -41 ...  17  10   9],0
[-315 -326 -356 ... -339 -331 -327],1
[0 0 0 ... 0 0 0],4
[-256    0 -256 ... -512 -256 -512],3
[-256    0    0 ... -256 -512 -256],7
[-14  -1  -5 ... -14  13  46],9
[-512 -256 -512 ... -256    0    0],7
[-256    0 -256 ... -256 -256 -256],8
[ 157  170  193 ... -126 -164 -162],9
[-328 -372 -403 ...  219  298  329],0
[-301 -319 -334 ... -402 -369 -316],1
[ 32 -42   3 ...  21   6  13],9
[-256 -256 -256 ... -512 -256 -512],5
[-512 -512 -256 ... -512 -256 -512],1
[546 321  68 ... -21 -31  -4],7
[ 132  -13 -133 ...   78   53  -38],5
[-53 -24 -66 ...  15  17  16],6
[-256    0 -256 ... -256 -512    0],6
[ -512  -768 -1024 ...  -512  -256  -512],7
[-6 -3  4 ... -3 -3 10],0
[ 122 -203  -69 ... -122 -187   58],8
[ 6 19 -8 ...  2 10 15],7
[  -6   15   28 ... -108 -111  -39],9
[ 108 -130  109 ...  238  165   57],6
[   0 -256 -256 ... -256    0 -256],1
[   0    0    0 ... -256 -512 -256],5
[ 126  117  135 ... -141 -112  -64],1
[ 306  355  394 ... -314 -320 -300],1
[-1304   266   152 ...  -308  -319  -315],2
[  1   1  16 ... -17  11  23],2
[-256 -256 -256 ... -256    0 -256],0
[ 4 10  2 ...  6  4 -5],3
[-7 -2 -4 ... 10 -5 -7],6
[-306  -74  -65 ...  375  368  350],5
[317 356 388 ... 464 404 316],9
[ 155 -142  131 ...  149   -8  156],6
[   0    0    0 ... -256 -256    0],7
[-6 -4  0 ...  3  6 -1],9
[-322 -368 -435 ...  172  202  311],1
[  59  -28 -168 ...  124  -74 -182],6
[ 13 -16   7 ...  -1  -5  -6],7
[   0  256    0 ... -256    0 -256],0
[ 4 -4  0 ...  5  9  8],8
[-6 -5 -3 ...  1 -3  1],9
[-9 -9 -7 ...  1 16 12],5
[ -1   6   6 ... -12 -15 -19],2
[ -14 -102  -64 ...  -51  -51  -39],7
[-5 -3  0 ...  1 13 11],6
[-313 -347 -332 ... -317 -350 -331],0
[ -6 -23 -37 ... -40 -25 -11],0
[-14  16   3 ...   5  -1   1],0
[-512 -512 -768 ... -512 -256 -768],5
[-212 -139 -198 ...   46   95  117],3
[116 159 124 ... 173  71  24],9
[ 3  6 -2 ... 13  6  6],1
[  210   739 -1142 ...    -1    21    -2],6
[ 6  8  7 ... -1 -3 -2],4
[  6   7 -17 ...  -5   9  -1],8
[ 10 -12  -8 ...  63  58  18],4
[  2 -12   9 ...  19  12   7],2
[ 350   41  212 ...  -96  -81 -110],4
[  36  105  114 ...   31  -16 -101],4
[-25 -56 -24 ...  69 111 102],2
[ 26 -55  41 ...  10   7   9],0
[-973  153 1837 ...  -46   97  151],1
[ 15  -6 -11 ...   3 -14 -11],1
[ 331  328  364 ... -449 -428 -366],5
[-10  -2  -9 ...  -8  -5  -6],6
[-256 -256    0 ...    0  256    0],4
[  357  -574 -1012 ...   343   327   310],2
[-9  7  8 ...  3  0 -2],5
[ -4  -8   9 ... -16  -8  -2],3
[-46 -39  75 ... -50 -67 -49],4
[ 302  299  317 ... -278 -290 -306],1
[-353  -54   24 ...  188  240  364],8
[-1 -1  1 ...  5  1  5],2
[-12  25   6 ...   1  16  18],4
[ -18 -140  140 ...  -69   16   85],7
[ 317 -190 -910 ...  393  404  362],7
[-14 -12 -11 ...  -5   9   6],1
[   0    0 -512 ... -256 -512 -512],3
[31 24 -1 ... 10 15  8],5
[   0    0    0 ... -256    0 -256],1
[-22  -5 -23 ...  -6 -17 -12],5
[-13 -25  -6 ...  -6  -9 -16],0
[ 113 1385 4563 ...  251  164   30],5
[ -5  -4  -1 ... -11  -7   2],0
[   0  256    0 ...  256 -256    0],4
[-12 -12 -13 ...  -5 -11   0],1
[ -8   8   7 ... -14  -1  16],5
[-317 -346 -377 ...  451  432  351],0
[-512 -256 -512 ... -512 -256 -256],0
[-15  -3  -9 ...   5   1   2],7
[-172 -191  -84 ...   18   -8   -3],7
[ 5  4  2 ...  7 -3  3],9
[646 562 305 ... -13   3 -43],1
[ -48  -98 -138 ...  -77  -79  -73],1
[135 143  77 ...  35  -2  13],9
[-53 -53 -44 ...  -1  26  13],0
[-2 -4 -2 ... -2  2 -3],9
[1663 3650  974 ...  -89  -54    1],0
[-256 -256 -512 ... -256    0    0],6
[ -6 -16 -10 ...  12  14  17],1
[-257   70 -107 ... -275  -95 -265],6
[18 -5  9 ... 23  5 36],7
[ 18  10  16 ...  -3 -16  12],8
[-42   4  31 ... -62 -72 -99],2
[-10   4   6 ...  34  32  27],4
[-3 -1  0 ...  1 -2 -2],8
[ -768 -1536 -1280 ...     0  -256     0],8
[-256 -256 -256 ...    0    0    0],9
[  2 -21  -7 ...   1  34  16],4
[-36 -38 -28 ...  12  -4  -8],1
[-10 -19  19 ...  -9   2   7],4
[-256 -256 -512 ...    0 -256    0],5
[-2092  1370  -830 ...  -343  -331  -301],2
[  3 -17  -2 ... -15   3  28],3
[   0 -512    0 ...    0 -256    0],1
[ -1  12   3 ... -11 -16 -14],6
[-19 -12  -5 ...  -9 -27  -7],3
[ 1 17 -1 ... -6 -2  5],5
[-512    0 -256 ... -256 -256 -256],7
[110  84  57 ...  47  12 -39],9
[ 11  -1  -9 ...  -4 -19 -11],5
[ 305  366  326 ... -235 -297 -305],5
[ 9 10  9 ...  7 -1  3],9
[ 127  -22  107 ...   84 -136  -97],6
[-58  48  52 ...  12  41  28],5
[-10  33 -47 ... -72 -55  35],4
[  2   0   1 ... -12  -3  -9],1
[-18 -23 -24 ...  33  29  29],1
[ 2 -2  4 ... 38  0 10],9
[-39 -29 -71 ...  34 -11 -92],9
[   0    0    0 ...    0 -256    0],6
[30 -5 11 ... -8 36 -7],6
[-62  -9  26 ... -10 -41 -86],4
[  3  -2   2 ...  -9   1 -15],7
[-23  10   3 ... -28   5  11],6
[   0    0 -256 ... -256 -256 -512],7
[-11 -16 -12 ... -12 -15  -3],7
[  8  10   6 ...  -9 -11 -11],1
[  7   9  -5 ...   1  12 -14],6
[  -9 -119  -85 ... -131 -160 -147],7
[ 7 -1 17 ... 24 25 11],4
[ -92  -15  -61 ...    2  -48 -211],5
[   0 -256    0 ...  256    0 -768],5
[ 11   3 -20 ...  16  16  21],7
[-256    0 -256 ... -512 -256 -256],3
[66 66 14 ... 14 -1 10],5
[-14  -4  -2 ...  28  41  36],7
[-36   0 -15 ...  -3   4  -3],1
[  9  -2 -10 ...   8   4   0],2
[ 2  1  3 ... 11  5  2],9
[  81  -52   -6 ...   30 -146   27],6
[16  8 23 ... 31 32 13],9
[ 84 -90 -43 ...  24  77  32],4
[  4   4   6 ...  -8 -11  15],6
[   0 -512 -256 ... -512 -256 -256],2
[   0  256    0 ... -512 -256 -512],9
[ 36  25 -41 ...   0 -14 -10],5
[ 2  0 -8 ... 21  8 -5],7
[-316 -377 -435 ... -325 -311 -301],0
[ -6 -24 -14 ...  78  74 -13],8
[106 134  90 ... -16 -44 -11],3
[ 256  512  256 ... -256 -512 -256],2
[-346  415 -160 ... -419 -357 -408],5
[ 5 10  6 ... -4  1  9],0
[ 210  -92   23 ... -110 -147  105],6
[ 215   61 -287 ...  -21 -207   95],6
[ 22  30 -24 ... -15 -23 -65],2
